platform,komentar,timestamp,sentimen,komentar_bersih
twitter,Lagian syarat buat vasektomi jg minimal punya 2 anak atau minimal usia 35 tahun. Dibilang unethical ya keliatannya iya but ini cara paling cepet buat stop kemiskinan struktural,2025-04-30T22:56:46.000Z,negatif,syarat vasektomi jg minimal anak minimal usia bilang unethical ya liat iya but cepet stop miskin struktural
twitter,bahasan vasektomi ni udh msuk hegemoni gksih,2025-04-30T22:56:37.000Z,positif,bahas vasektomi ni udh msuk hegemoni gksih
twitter,"Yang ada perempuan malah harusnya ngelawan kebijakan ini. This is violating your body authority & personal space. This time vasektomi, besok2 bisa jadi kebijakan lain yg merugikan lu & mengambil hak2 lu seandainya lu menolak patuh.",2025-04-30T22:56:32.000Z,positif,perempuan ngelawan bijak this is violating your body authority personal space this time vasektomi besok bijak yg rugi lu ambil hak lu anda lu tolak patuh
twitter,"Wkwk pahamin dlu bansos itu hak bukan pilihan ... Belajar dlu di undang undang ada , agama gak banyak tingkah? Lu Islam bukan kalau bukan mending hapus reply nya karena emg haram ... Vasektomi mah bagus gua gak nolak tapi ""persyaratan"" ini yang fasis",2025-04-30T22:54:53.000Z,positif,wkwk pahamin dlu bansos hak pilih ajar dlu undang undang agama gak tingkah lu islam mending hapus reply nya emg haram vasektomi mah bagus gua gak nolak syarat fasis
twitter,Ya kalau bisa kerja sendiri mah gak dapat bansos gpp dong jadi gak harus vasektomi,2025-04-30T22:54:39.000Z,positif,ya kerja mah gak bansos gpp gak vasektomi
twitter,"Tapi ya, ini kita bicara orang miskin kan, karena dapat bantuan? Kita buat mereka susah lagi dgn membebankan pajak. Mending vasektomi. Langsung gak usah punya anak. Biarlah orang2 mampu aja diizinkan punya anak banyak. Kesannya jahat, anak lahir malah dikasi beban pajak tambahan.",2025-04-30T22:54:12.000Z,positif,ya bicara orang miskin bantu susah dgn beban pajak mending vasektomi langsung gak anak biar orang aja izin anak kesan jahat anak lahir kasi beban pajak tambah
twitter,"Sebenernya gue nggak setuju pemerintah mewajibkan vasektomi, tapi seru aja liat laki-laki pada tantrum, ngomongin 'my body my choice'. Slogan feminist yang sering diolok-olok. Di kehidupan asli, suami yang keukeuh nggak mau vasektomi dan terpaksa istrinya KB wkwkwkwkwkwkwk",2025-04-30T22:53:23.000Z,positif,sebenernya gue nggak tuju perintah wajib vasektomi seru aja liat lakilaki tantrum ngomongin my body my choice slogan feminist diolokolok hidup asli suami keukeuh nggak vasektomi paksa istri kb wkwkwkwkwkwkwk
twitter,"ya ttp aja sih di thread itu bilang kalau mau jangan pemaksaan harus di kasih edukasi, kamu tau ga  laki tuh ga akan mau vasektomi bahkan ada dri mereka yg bilang ""udh ceweknya aja yg kb kan banyakan kb cewe aku takut"" lah lemah amat mentalnya, giliran dh kebanyakan anak pusing",2025-04-30T22:52:01.000Z,positif,ya ttp aja sih thread bilang paksa kasih edukasi tau ga laki tuh ga vasektomi dri yg bilang udh cewek aja yg kb banyak kb cewe takut lemah mental gilir dh banyak anak pusing
twitter,"kan memang begitu realita di pelosok wilayah kemiskinan struktural, lagian kalo emang ga berkenan vasektomi ya gausah nerima bansos go work harder or even find any hustle duh",2025-04-30T22:51:55.000Z,positif,realita pelosok wilayah miskin struktural kalo emang ga kenan vasektomi ya gausah nerima bansos go work harder or even find any hustle duh
twitter,"Bedanya, program dulu nggak se-kurang ajar yang sekarang sampai maksain buat vasektomi. Meskipun ada segmentasi target (cuma yang mau dapat bansos). Alih-alih kencengin ngasih sex edu, malah ngasih iming-iming bansos. Monmaap. ",2025-04-30T22:51:38.000Z,positif,beda program nggak kurang ajar maksain vasektomi segmentasi target bansos alihalih kencengin ngasih sex edu ngasih imingiming bansos monmaap
twitter,"Pihak yang kebakar jenggot mikir vasektomi melanggar HAM tapi dia ga mikir kalo karna tidak adanya persiapan secara matang dengan ekomoni yang susah,  anak yang menderita, stunting, ga makan, ga sekolah dan ga dapat kehidupan yang layak juga melanggar HAM",2025-04-30T22:51:29.000Z,positif,bakar jenggot mikir vasektomi langgar ham ga mikir kalo karna siap matang ekomoni susah anak derita stunting ga makan ga sekolah ga hidup layak langgar ham
twitter,"well ga ada yg memaksa, kalau ga berkenan untuk vasektomi ya gausah nerima bansos",2025-04-30T22:49:19.000Z,positif,well ga yg paksa ga kenan vasektomi ya gausah nerima bansos
twitter,"anjing anjing, ni orang orang pada bahas vasektomi buat penerima bansos dan pada bilang miskin miskin mulu ajg gedeg bgt asu, 

ortu gw juga kurang mampu gara gara ngurusin ortu ibu gw ajg, sebelumnya mampu mampu aja jadi jangan salahin gara gara pny banyak anak dong asuwww",2025-04-30T22:48:52.000Z,positif,anjing anjing ni orang orang bahas vasektomi terima bansos bilang miskin miskin mulu ajg gedeg bgt asu ortu gw gara gara ngurusin ortu gw ajg aja salahin gara gara pny anak asuwww
twitter,"yaudah terus mau gimana? syarat vasektomi kan minimal pny 2 anak, bukan berarti gaboleh punya anak kan? masa masih nerima bansos masih gamau dibatesin punya anaknya",2025-04-30T22:48:50.000Z,positif,yaudah gimana syarat vasektomi minimal pny anak gaboleh anak nerima bansos gamau dibatesin anak
twitter,"Aku setuju sama kamu, keputusan untuk mau vasektomi atau ga itu harusnya dari orgnya sendiri, bukan dari org lain. Ga nyangka aja ada peraturan bgt.",2025-04-30T22:48:18.000Z,positif,tuju putus vasektomi ga orgnya org ga nyangka aja atur bgt
twitter,"iyasi yg dipermasalahin perilaku fasis pemerintahnya, tapi pemaksaan vasektomi inikan ya sekaligus buat mendukung behavior yg kalian bilang hiburan orang miskin ya cuman seks gasii",2025-04-30T22:47:17.000Z,positif,iyasi yg dipermasalahin perilaku fasis perintah paksa vasektomi ini ya dukung behavior yg bilang hibur orang miskin ya cuman seks gasii
twitter,"kalo kata lu persetan konteks, sayangnya emg harus liat konteks. mereka hujat pejabat yg dukung vasektomi (sebagai syarat terima bansos). 

beranak itu hak asasi,
bansos itu hak warga negara,
masa untuk dapet hak warga negara harus trade dengan hak asasi?

nah, di situ problemnya",2025-04-30T22:47:09.000Z,positif,kalo lu persetan konteks sayang emg liat konteks hujat jabat yg dukung vasektomi syarat terima bansos anak hak asasi bansos hak warga negara dapet hak warga negara trade hak asasi situ problem
twitter,Syarat vasektomi? Anak udah punya 2. Cukup?,2025-04-30T22:46:50.000Z,netral,syarat vasektomi anak udah
twitter,Vasektomi adalah cara untuk tetap puas ngentot dan crot di dalem tanpa ketakutan untuk hamil blok,2025-04-30T22:46:21.000Z,positif,vasektomi puas ngentot crot dalem takut hamil blok
twitter,"nah ini mksd gw vasektomi sm kb kan is the same thing ya, knp baru skrg digembor2kan klo melanggar otoritas tubuh, karena cowok kah yg disuruh lol",2025-04-30T22:45:43.000Z,positif,mksd gw vasektomi sm kb is the same thing ya knp skrg gembor klo langgar otoritas tubuh cowok kah yg suruh lol
twitter,"Gue kasih tau soal vasektomi pake cara kasar dan simpel biar otak lu ngerti langsung
Vasektomi tu prosedur buat bikin buntu saluran sperma, jadi sperma gabisa keluar
Jangan pikir dengan tidak keluarnya sperma, lu gabisa ngentot. Lu tetep bisa ngentot dan sange, beda sama kebiri",2025-04-30T22:45:36.000Z,positif,gue kasih tau vasektomi pake kasar simpel biar otak lu ngerti langsung vasektomi tu prosedur bikin buntu salur sperma sperma gabisa pikir keluar sperma lu gabisa ngentot lu tetep ngentot sange beda kebiri
twitter,"to have MORE KIDS!
syarat Vasektomi itu minimal anak 2, diatas 35 tahun.",2025-04-30T22:44:49.000Z,netral,to have more kids syarat vasektomi minimal anak atas
twitter,"Maunya yang KB tuh perempuan. Laki² gak usah KB karena laki² adalah makhluk lemah, padahal Vasektomi gak ada efek samping yg sampe bisa menyebabkan kematian kayak KB perempuan. Inget ya cuma KB, bukan kebiri tapi laki² kok pada takut wkwk",2025-04-30T22:43:13.000Z,positif,mau kb tuh perempuan laki gak kb laki makhluk lemah vasektomi gak efek samping yg sampe sebab mati kayak kb perempuan inget ya kb kebiri laki takut wkwk
twitter,yaudah tunda aja bang jan ngewe dulu lah dia kalo ga mau vasektomi. asal jan nyusahin aja kan. masa udah miskin ntar pas kebobolan lagi malah gatau diri minta bansos lebih,2025-04-30T22:33:46.000Z,positif,yaudah tunda aja bang jan ngewe kalo ga vasektomi jan nyusahin aja udah miskin ntar pas bobol gatau bansos
twitter,"Penyuluh belum sosialisasi vasektomi ke masyarakat aja udh duluan buat kebijakan dengan kampanye intimidatif gt, pdhl bansos dan beasiswa itu sndiri adalah hak rakyat. Udah ada dalam UU. Kalo mau sekalian mewajibkan suami dan istri KB bareng, baru fair.",2025-04-30T22:33:11.000Z,positif,suluh sosialisasi vasektomi masyarakat aja udh duluan bijak kampanye intimidatif gt pdhl bansos beasiswa sndiri hak rakyat udah uu kalo wajib suami istri kb bareng fair
twitter,"Bank Dunia ini sudah berkata benar, jadi 2 periode menghasilkan 60% rakyat miskin. 

Malam bumn baila vasektomi wujud bakti nyata selasa rabu pagii pagiii siang tidur  sayang",2025-04-30T22:32:38.000Z,netral,bank dunia periode hasil rakyat miskin malam bumn baila vasektomi wujud bakti nyata selasa rabu pagi pagiii siang tidur sayang
twitter,"iya betul kok kak, ada program pemerintah gratis buat vasektomi ini, ya memang ga dipaksa sama seperti kb lainnya sih

tapi banyak laki laki yang menolak sih kak, tetep harus perempuannya yang kb/tutul kandungan dengan segala efek sampingnya",2025-04-30T22:31:53.000Z,negatif,iya kak program perintah gratis vasektomi ya ga paksa kb sih laki laki tolak sih kak tetep perempuan kbtutul kandung efek samping
twitter,"wkwk, lawak, ""Hidup perempuan yang melawan, kita hancurkan patriarki, .."" kok dukg ketidakadilan.
Jan hanya fokus di kata ""vasektomi"", poin yg perlu dikritisi adalah (1) hanya utk warga miskin dan (2) sbg syarat utk mengakses bansos.
KDM tdk sedang berjuang bersama perempuan!",2025-04-30T22:31:50.000Z,positif,wkwk lawak hidup perempuan lawan hancur patriark dukg ketidakadilan jan fokus vasektomi poin yg kritisi utk warga miskin sbg syarat utk akses bansos kdm tdk juang perempuan
twitter,"Aku pro vasektomi tp itu hal yg ga bisa dipaksain, sama kayak B ke ibu2, ga pernah dipaksain, apa ada selama ini ibu2 diwajibkan KB biar dapat bansos? Biar anaknya dapat beasiswa? Ga ada, kampanye dr BKKBN itu dari dulu bentuknya mengajak, bukan mewajibkan.",2025-04-30T22:31:38.000Z,positif,pro vasektomi tp yg ga dipaksain kayak b ga dipaksain wajib kb biar bansos biar anak beasiswa ga kampanye dr bkkbn bentuk ajak wajib
twitter,"Selain itu, tolong di-highlight ada persyaratan untuk vasektomi juga. Kemudian kebijakan ini juga hanya diterapkan untuk kalangan bawah yang sudah memiliki maksimal 2 orang anak. Sehingga, jika di protes orang ""miskin"" itu gak boleh punya anak, itu salah kaprah.",2025-04-30T22:31:20.000Z,positif,tolong dihighlight syarat vasektomi bijak terap kalang milik maksimal orang anak protes orang miskin gak anak salah kaprah
twitter,"YA KAN EMANG.
LAGIAN MEREKA VASEKTOMI ITU CUMA KB, BUKAN KEBIRI.
MEREKA JUGA UDAH PUNYA ANAK LEBIH DARI 2 KALO MAU DIVASEKTOMI. 
ORANG X PADA BANYAK BACOT, kemaren setuju ""banyak anak banyak rezeki"" itu salah, tapi pas ada program yg KB si BAPAKNYA malah pada panassss",2025-04-30T22:31:07.000Z,positif,ya emang vasektomi kb kebiri udah anak kalo vasektomi orang x bacot kemaren tuju anak rezeki salah pas program yg kb si bapak panassss
twitter,"Yang harus di vasektomi pejabat gak sih kalo perlu tanpa anak, biar bisa kerja lebih fokus dan karena anak yang makan uang korupsi jauh lebih berbahaya dari banyaknya orang miskin..",2025-04-30T22:26:42.000Z,positif,vasektomi jabat gak sih kalo anak biar kerja fokus anak makan uang korupsi bahaya banyak orang miskin
twitter,"Vasektomi , Tubektomi, KB cewek dan Cowok yg dianjurkan harusnya udh ga progresif. Pemerintah harusnya menghilangkan anjuran dan iklan2 begituan. Dunia sedang hadapin krisis Fertility rate dan Piramida terbalik distribusi usia populasi manusia.",2025-04-30T22:26:10.000Z,positif,vasektomi tubektomi kb cewek cowok yg anjur udh ga progresif perintah hilang anjur iklan begitu dunia hadapin krisis fertility rate piramida balik distribusi usia populasi manusia
twitter,"Bansos itu jg udh diatur dalam UU dan HAK masyarakat dgn kesadaran penuh sudah diatur dalan UU, terus mau rubah sistemnya klo mau dapat wajib vasektomi? Napa jd macam negara otoriter? Aku yakin kalo perempuan disuruh KB secara paksa begitu jg pasti kalian bakal kontra.",2025-04-30T22:26:02.000Z,positif,bansos jg udh atur uu hak masyarakat dgn sadar penuh atur dal uu rubah sistem klo wajib vasektomi napa jd negara otoriter kalo perempuan suruh kb paksa jg kontra
twitter,"this, gw ga akan meminta dan mendiskusikan vasektomi (pasti lebih tau dia tentang hal ini) ke laki gw. balik lagi itu badan dia, hak dia untuk memodifikasi. sama halnya keputusan kesiapan punya anak dan sebanyak apa, itu 100% ada di gw.",2025-04-30T22:25:31.000Z,positif,this gw ga diskusi vasektomi tau laki gw badan hak modifikasi hal putus kesiap anak gw
twitter,"Agreed. Vasektomi cuma salah satu dr program KB, cuma yg ini lebih ampuh aja dr KB2 lainnya. Hhe

KDM salah kalo memaksakan vasektomi, tp ya salah juga kalo masyarakat awam ditakut2in soal vasektomi seolah2 setelah vasek gabisa punya anak lagi.",2025-04-30T22:24:12.000Z,positif,agreed vasektomi salah dr program kb yg ampuh aja dr kb hhe kdm salah kalo paksa vasektomi tp ya salah kalo masyarakat awam ditakutin vasektomi vasek gabisa anak
twitter,"@grok
 vasektomi dianggap sebagai edukasi buat ngontrol jumlah anak. apa betul begitu? dengan data angka kelahiran anak yg skrg ini sudah menurun, apa konsekuensi dari kebijakan ini jika diterapin satu negara?",2025-04-30T22:24:08.000Z,positif,grok vasektomi anggap edukasi ngontrol anak data angka lahir anak yg skrg turun konsekuensi bijak diterapin negara
twitter,"bang… bisa ga si lu menggunakan penalaran lu.. Pernyataan KDM itu lebih ke “Hey kalian yg mau sukarela vasektomi, saya kasi apresiasi hadiah (bansos) ya” APA HUBUNGANNYA SAMA PERSYARATAN KERJA",2025-04-30T22:23:56.000Z,netral,bang ga si lu nalar lu nyata kdm hey yg sukarela vasektomi kasi apresiasi hadiah bansos ya hubung syarat kerja
twitter,"perlu mekanisme solusi kompleks untuk mengatasi masalah struktural, gua setuju pendidikan gratis dan faskes gratis jadi solusi tapi vasektomi sebagai solusi udah jelas bakal nambah chance keberhasilan mengatasi masalah itu",2025-04-30T22:23:24.000Z,negatif,mekanisme solusi kompleks atas struktural gua tuju didik gratis faskes gratis solusi vasektomi solusi udah nambah chance hasil atas
twitter,Kak satu pil KB bisa mencegah 1 perempuan hamil. Satu vasektomi bisa mencegah banyak perempuan hamil. Gitu aja sih. Iya kan kak?,2025-04-30T22:22:26.000Z,netral,kak pil kb cegah perempuan hamil vasektomi cegah perempuan hamil gitu aja sih iya kak
twitter,"Baca ulang Tweet mbaknya di atas. Kalo emang gamau vasektomi, yauda ga akan bisa nerima bansos. Tapi kalo hidup miskin malah ga aware dengan nambah anak mulu, yang repot pemerintah. Ujungnya nyalahin pemerintah juga nantinya",2025-04-30T22:21:37.000Z,positif,baca ulang tweet mbak kalo emang gamau vasektomi yauda ga nerima bansos kalo hidup miskin ga aware nambah anak mulu repot perintah ujung nyalahin perintah
twitter,"pro dong, klo lagi miskin dan gamau vasektomi jgn nikah dulu atau boleh ga vasektomi asal mampu scr finansial buat ngehidupin istri dan anak2
klo masih dapet bansos gegayaan anak banyak hadeh malah jadi beban negara",2025-04-30T22:21:16.000Z,positif,pro klo miskin gamau vasektomi jgn nikah ga vasektomi scr finansial ngehidupin istri anak klo dapet bansos gegayaan anak hadeh beban negara
twitter,Pak DM ini solusi2nya logis. Yg bilang orang miskin ga boleh pny anak itu goblok. Dia ga bilang gt. Lagian vasektomi di cover BPJS dgn syarat anaknya udah 2 atau usia udah lebih dr 40th.,2025-04-30T22:20:41.000Z,positif,dm solusi logis yg bilang orang miskin ga pny anak goblok ga bilang gt vasektomi cover bpjs dgn syarat anak udah usia udah dr th
twitter,"masalahnya terlalu kompleks untuk hanya mengandalkan solusi pendidikan gratis dan faskes gratis, btw faskes gratis apakah termasuk layanan aborsi? vasektomi itu sifatnya mirip KB, ga seperti pengangkatan rahim yang membuat chance hamil itu 0 persen",2025-04-30T22:20:37.000Z,positif,kompleks andal solusi didik gratis faskes gratis btw faskes gratis layan aborsi vasektomi sifat kb ga angkat rahim chance hamil persen
twitter,"Mungkin krn peristiwa ini KDM ada rencana vasektomi utk para suami

Mungkin ada pasutri yg ga mau KB.
Syahwat gede, saban hari HB mulu. Klo HB keluar di dalam terus. Di tambah Allah kasih terus rezeki keturunan & kebetulan rezeki penghasilan pas²an ",2025-04-30T22:20:28.000Z,positif,krn peristiwa kdm rencana vasektomi utk suami pasutri yg ga kb syahwat gede saban hb mulu klo hb allah kasih rezeki turun rezeki hasil pas
twitter,"Lagi² rakyat miskin yg ""dikorbankan"".. knp tdk bahas korupsi? Kemana SDA negeri ini? Kata eks ketua KPK, Pak Abraham Samad, jika sektor tambang ga ada korupsi, mk rakyat Indonesia bisa dpt 2 juta per bulan per kepala. Vasektomi blm jd solusi, atau ada agenda tertentu?",2025-04-30T22:17:57.000Z,positif,rakyat miskin yg korban knp tdk bahas korupsi mana sda negeri eks ketua kpk abraham samad sektor tambang ga korupsi mk rakyat indonesia dpt juta kepala vasektomi blm jd solusi agenda
